college_name,total_students,lower_class,lower_middle_class,middle_class,upper-middle_class,upper_class,inventor,lower_class_inventor,lower-middle_class_inventor,middle_class_inventor,upper_middle_class_inventor,upper_class_inventor,top5citedinventors,total_patents,total_cites,tier,region,count,female,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,barrons,exp_instr_pc_2000,exp_instr_pc_2013,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
Yale University,5183,215,268,382,615,3703,0.0171715,0.0046512,0.0074627,0.0078534,0.0162602,0.0197137,0.0013456,173,188,1,1.0,1210.0,0.50661159,0.020817067,0.0038495241,515437.7519714187,199700,0.03632801,0.04799705,0.069016039,0.1149541,0.73170477,0.61663616,0.48185879,0.17610745,0.026680687,143231.283910124,76000,84200,0.072415575,0.078232378,0.080467254,0.0858799,0.12335713,0.63206333,0.49685892,0.40043584,0.18460262,0.71289128,0.71941924,0.7386474,0.74372447,0.77147591,0.14542408,0.074629135,0.09415821,0.11275782,0.57303077,0.092531487,0.10835715,0.093403719,0.12200113,0.5837065,0.080713026,0.093855396,0.09412609,0.13203497,0.59927046,0.090739988,0.094400145,0.068429403,0.14755648,0.59887403,0.071759462,0.075475924,0.086939111,0.11935198,0.64647353,0.10596573,0.11392099,0.15388367,0.15452437,0.20076619,0.4471311,0.44885847,0.45808953,0.51226455,0.57823122,1,50158.582,112324.66,5430,11099.0,45800.0,25220.0,0.9779131759329778,0.9493941553813258,16042.0,96146.44355758268,7596.0,0.92949998,66000.0,Community College,1185930010.0,574739008.0,0.14408521,0.075873666,0.057933096,0.051392265,21.091446,0.0,0.0,11.356933,0.0,23.230087,44.321537,0.0
University Of Delaware,16339,420,936,1659,3382,9942,0.0058755,0.0047619,0.0032051,0.0048222,0.005618,0.0064373,0.0001827,141,214,5,3.0,3450.0,0.59043479,0.0087063462,0.00036523925,175413.3677506039,131400,0.022330891,0.050551482,0.10126182,0.20010483,0.62575102,0.39648077,0.20028765,0.029069221,0.0016544998,67544.98779664855,57700,61200,0.071089581,0.076965764,0.080557525,0.10320355,0.2183893,0.52088386,0.30150044,0.16502994,0.034241315,0.64472395,0.66374439,0.68445224,0.69734323,0.73440087,0.097818144,0.13237025,0.12813783,0.25179473,0.38987902,0.099739797,0.10076216,0.12193601,0.22760339,0.44995865,0.091326192,0.084737331,0.12539764,0.25297374,0.44556504,0.075903729,0.094351061,0.11874063,0.23572826,0.47527635,0.072397567,0.071988918,0.092240371,0.20531148,0.5580616,0.016355785,0.029366905,0.015574796,0.025543856,0.041075367,0.57993931,0.50201201,0.56196553,0.62247378,0.65110523,3,8487.3203,15208.215,18487,19072.0,12342.0,5004.0,0.8171892497200448,0.7227963525835867,11834.0,73047.5023923445,9409.0,0.35319999,54300.0,Community College,320241374.0,206056144.0,0.024518933,0.059528243,0.025263811,0.0094972067,10.284858,24.947527,4.9475265,5.1874061,0.0,19.280359,35.352325,0.0
American University ,5332,251,387,541,901,3252,0.0028132,0.0,0.002584,0.0,0.0011099,0.0039975,0.0,18,33,4,3.0,1103.0,0.63553941,0.012844238,0.001853017,305748.2661963584,135700,0.035309114,0.066071384,0.10890936,0.17679563,0.61291456,0.43759501,0.2953482,0.087893449,0.014072705,67366.26089358567,59100,64100,0.10071619,0.10905255,0.088691443,0.079618201,0.18900143,0.53363645,0.34616581,0.18462574,0.037534747,0.58444679,0.67649764,0.6979183,0.7087791,0.70971793,0.22338593,0.12854101,0.10608861,0.17821896,0.36376554,0.12498039,0.10656251,0.057607122,0.16797176,0.54287821,0.12202914,0.077655025,0.096146695,0.18042013,0.52374905,0.1078217,0.078707755,0.070841514,0.18977211,0.55285692,0.098798171,0.089310162,0.08006072,0.19319205,0.53863889,0.052479852,0.013965783,0.033366267,0.039805364,0.039300226,0.38287649,0.45790958,0.52152377,0.53545636,0.53208351,2,7599.3208,10360.741,7340,10776.0,41833.0,21399.0,0.7998442367601246,0.6576332429990966,11074.0,75492.5934291581,24281.0,0.56879997,55900.0,Community College,136797000.0,82046040.0,0.038940538,0.069286093,0.046833888,0.13576566,5.4894786,18.572735,0.0,5.3979874,6.9533396,6.1299176,57.456539,0.0
George Washington University,10088,497,776,1090,1488,6237,0.0041634,0.0020121,0.0,0.0018349,0.0033602,0.0054513,0.0003141,68,125,2,3.0,2117.666666666667,0.56304109,0.021565983,0.0012465151,293372.1621576421,137300,0.051041558,0.081455447,0.11844667,0.16060691,0.58844936,0.46102962,0.31927648,0.096516728,0.011699039,80767.98869751496,63900,69400,0.085654102,0.09438397,0.084057316,0.08367078,0.1652469,0.57264096,0.39700028,0.24955685,0.072209336,0.63859445,0.64670521,0.69875711,0.73615205,0.74724978,0.15202813,0.1127269,0.10664506,0.20608184,0.4225181,0.14949213,0.10601693,0.087180093,0.19348909,0.46382174,0.093348965,0.090563215,0.1112361,0.20882316,0.49602857,0.07071279,0.086328395,0.095632695,0.16070622,0.58661991,0.088424653,0.076601416,0.072378948,0.15026355,0.61233139,0.024421571,0.024804099,0.04800107,0.062923379,0.090323649,0.43199766,0.48985961,0.51176667,0.53621018,0.57160276,1,11762.066,15446.029,10357,20527.0,46725.0,25040.0,0.8082901554404145,0.7315885575167377,13058.0,81379.68318122556,19079.0,0.6692,64500.0,Community College,367470000.0,218418368.0,0.097091772,0.065067329,0.04684848,0.06484101,10.005379,11.61915,21.785906,5.7019901,2.2054868,11.726735,36.955353,0.0
Georgetown University,6522,227,303,463,744,4785,0.0045998,0.0,0.0033003,0.0043197,0.0026882,0.0052247,0.0001486,34,137,2,3.0,1480.0,0.53783786,0.01945704,0.0036364838,497298.8291807433,195100,0.03188619,0.047883362,0.079672672,0.1138293,0.72672844,0.61180902,0.47898474,0.1779272,0.028152356,127901.4868032095,84400,91200,0.074956156,0.080047123,0.062138651,0.058286183,0.1139925,0.68553549,0.54302734,0.41259003,0.17520817,0.73529965,0.76784599,0.74490386,0.77112031,0.7941404,0.13211398,0.064813375,0.069802053,0.12306794,0.61020273,0.085634448,0.047728147,0.08050584,0.14758833,0.63854331,0.09410692,0.074848965,0.059924707,0.17694512,0.59417433,0.083306894,0.063472055,0.066990234,0.14045221,0.64577866,0.075342491,0.061368477,0.054773912,0.10033465,0.70818043,0.11404573,0.14062582,0.13010122,0.14604186,0.18968391,0.45722461,0.48049426,0.45434833,0.53039336,0.58391565,1,13634.581,23206.027,7636,12427.0,46744.0,24168.0,0.9245402663284717,0.9382102272727272,12851.0,83991.75117370892,10197.0,0.83029997,83300.0,Community College,370687000.0,132034264.0,0.088345282,0.058896851,0.051262077,0.091928951,24.267515,21.33758,4.4585986,4.9044585,0.0,6.6878982,38.343948,0.0
Florida Institute Of Technology,1685,129,221,327,408,600,0.0225519,0.0232558,0.0226244,0.0122324,0.0171569,0.0316667,0.0012214,62,14,6,3.0,327.0,0.33741081,0.037505582,0.0030081144,117847.8296460882,86300,0.073299572,0.11916897,0.20293257,0.25457177,0.35002714,0.19530457,0.1015997,0.011676306,0.0010108851,62128.01899369266,59600,64500,0.074856892,0.074328892,0.073140606,0.11673126,0.19676402,0.53903526,0.32190916,0.13035209,0.02059079,0.71209103,0.70077991,0.70190436,0.72460884,0.72443801,0.070225894,0.10286605,0.11618765,0.19904503,0.5116753,0.069701694,0.067325391,0.13785161,0.21943006,0.50569123,0.096375637,0.08237768,0.11016546,0.22963199,0.48144925,0.067947611,0.068912342,0.13220717,0.18081068,0.55012214,0.068622634,0.066615462,0.1022056,0.18111666,0.58143967,0.041038636,0.034715828,0.020114532,0.0080422107,0.020902414,0.5392226,0.60560173,0.55475903,0.64370549,0.62794143,3,6340.4409,8809.9434,3257,4248.0,37990.0,18450.0,0.5437037037037037,0.5315682281059063,8287.0488,54410.24468085107,27015.0,0.3955,53100.0,Community College,44825998.0,26337134.0,0.025086079,0.040334482,0.04771274,0.2725037,0.0,7.0588236,0.0,0.47058824,0.0,69.176468,7.0588236,16.235294
Embry-Riddle Aeronautical University,6115,444,783,1096,1475,2317,0.0075225,0.009009,0.0063857,0.0082117,0.0074576,0.0073371,0.0,48,219,6,3.0,1401.666666666667,0.15838288,0.034791574,0.00096058659,121675.0662399673,92400,0.072243504,0.12332027,0.17984867,0.2369988,0.38758877,0.21646957,0.11482009,0.014424954,0.00095527322,68988.29191624554,65600,68100,0.04931419,0.054262426,0.064151675,0.095699795,0.19843559,0.5874505,0.36990479,0.1873654,0.019300984,0.69092584,0.70964724,0.73598468,0.75428051,0.78335524,0.09286382,0.09265326,0.10731585,0.2255795,0.48158756,0.059865072,0.095195368,0.11706179,0.24164335,0.48623443,0.051058449,0.070990726,0.10954265,0.21908659,0.54932153,0.056461878,0.062538534,0.085792884,0.20102929,0.59417742,0.045426629,0.04677486,0.086372264,0.16846021,0.65296602,0.013296512,0.016019346,0.019793054,0.01616744,0.023152037,0.56249076,0.60258466,0.65122437,0.64053357,0.64576471,4,5383.4683,28151.172,6492,13936.0,31864.221,14820.0,0.5755045233124565,0.5110441767068273,6925.5791,43932.72537313433,25610.695,0.12221906,60900.0,Community College,131728000.0,78493936.0,0.033661086,0.050225884,0.05589512,0.09354239,0.0,9.5890408,0.0,0.0,0.0,12.449637,0.6446414,77.316681
Florida Agricultural & Mechanical University,10082,1810,2638,2155,1776,1703,0.0011902,0.001105,0.0007582,0.0009281,0.0011261,0.0023488,0.0001996,15,55,5,3.0,2142.666666666667,0.58136278,0.032663293,0.00091717916,73603.9886495119,57000,0.15397835,0.24432582,0.22032955,0.18805216,0.19331411,0.082143836,0.029322583,0.0020564513,1.2417242e-05,46411.50676605282,39300,42300,0.085685179,0.093921646,0.13897811,0.20666987,0.26300454,0.29742587,0.16006032,0.083121195,0.0098298714,0.56237936,0.59755695,0.60249907,0.62303048,0.65946108,0.11420168,0.16130266,0.2488554,0.26351112,0.21212913,0.092908397,0.14021909,0.22687186,0.28295133,0.25704938,0.099329904,0.13887914,0.20960633,0.27778488,0.27439976,0.0849455,0.1338411,0.20146921,0.24903411,0.33071014,0.08161661,0.12473772,0.1492476,0.234135,0.41026306,0.0059565464,0.0089469152,0.008440027,0.0065336884,0.018821536,0.23003034,0.24814384,0.28069827,0.29476562,0.32395956,4,5393.1304,6952.1982,8930,12126.0,5785.0,2423.0,0.4093851132686084,0.4298194525334887,7994.0,57534.43032786886,10326.0,0.55000001,37300.0,Community College,83865310.0,72658544.0,0.0054170168,0.94256097,0.0086859064,0.0074717472,4.0370617,14.228988,13.964262,3.1105227,8.7359371,25.678358,30.244871,0.0
Florida State University,26293,1769,3279,4572,6057,10616,0.0025482,0.0033917,0.0018298,0.0019685,0.0028067,0.0027317,0.0001166,101,195,5,3.0,5337.0,0.582537,0.021649536,0.0004921162,139113.5195285663,100500,0.063315511,0.10973342,0.15974638,0.22803575,0.4391689,0.25467047,0.13339213,0.023159029,0.0016516189,55925.90263090609,46400,49900,0.092430562,0.10241307,0.10844484,0.13436908,0.26418298,0.39059001,0.22006972,0.11634572,0.021477804,0.6245656,0.63305116,0.63309127,0.64474833,0.66976029,0.11035982,0.12176669,0.15772645,0.26821595,0.34193099,0.11116102,0.11014697,0.1501562,0.2973344,0.3312014,0.10532153,0.11401535,0.15744182,0.27390668,0.34931469,0.099732295,0.11340682,0.13831244,0.27902666,0.36952174,0.099415585,0.10149618,0.11661674,0.2440737,0.43839779,0.0077724429,0.014841534,0.014856323,0.020181216,0.028193692,0.45681682,0.48759764,0.54135102,0.58198076,0.60798639,3,4481.3604,7795.9292,32528,33971.0,6507.0,2378.0,0.7688277668631304,0.6326581645411353,9706.0,65750.99169741698,11542.0,0.43189999,44000.0,Large Endowment,305349091.0,169677584.0,0.027164057,0.12253433,0.077088192,0.010473335,10.814116,27.935011,4.7344513,8.4381552,7.7568135,7.8965759,32.424877,0.0
Rollins College,1867,122,178,292,291,984,0.0058918,0.0,0.0,0.0,0.0034364,0.0101626,0.00053,23,117,4,3.0,401.6666666666667,0.59917015,0.0128005,0.00078474492,360844.4678163901,120800,0.056338571,0.10611024,0.13818792,0.16649286,0.53287041,0.42550951,0.34403479,0.15993068,0.017607192,60022.00293373963,42800,48000,0.13096575,0.14712408,0.14417557,0.13611618,0.19842607,0.37415808,0.23337044,0.1498892,0.045143154,0.56956935,0.58492976,0.63587087,0.62615043,0.60212767,0.13119741,0.16608207,0.1614143,0.31409955,0.22720668,0.13841243,0.17742847,0.16409177,0.20161544,0.31845188,0.11648984,0.12956567,0.13226335,0.27697685,0.34470427,0.12286434,0.15939593,0.1203503,0.22959858,0.36779082,0.16606686,0.13427106,0.13379584,0.1554511,0.41041508,0.013929088,0.023190305,0.024345823,0.060993057,0.05325586,0.45219442,0.49133742,0.57649803,0.56975418,0.55049771,2,6378.5791,10779.734,2608,3553.0,43080.0,22868.0,0.6704761904761904,0.5980861244019139,7767.0,62427.375,24545.0,0.4111,42200.0,Community College,34359000.0,21082346.0,0.023264011,0.047232993,0.069087066,0.035600986,17.293232,6.9548874,0.75187969,10.150375,0.0,7.1428571,57.706764,0.0
University Of Florida,30731,2024,3390,4691,6999,13627,0.0085256,0.0059289,0.0076696,0.0074611,0.009287,0.0090996,0.0002429,365,416,3,3.0,6627.0,0.55907649,0.026087113,0.002116537,148204.8040850875,106100,0.060965687,0.10196923,0.14784411,0.21546605,0.47375494,0.28928769,0.15833993,0.027280813,0.0012943649,71790.4289648408,56700,61700,0.087273002,0.095850438,0.087862715,0.10051603,0.20683217,0.50893867,0.33464605,0.20060854,0.049404506,0.65631211,0.68727833,0.69132054,0.69938886,0.7141009,0.12037212,0.09973716,0.12085684,0.23113564,0.42789829,0.082082786,0.10217255,0.12671886,0.23589306,0.45313275,0.093851753,0.091688536,0.1163139,0.22343439,0.47471148,0.092962682,0.087682247,0.10911147,0.2110876,0.49915597,0.097595215,0.082142815,0.083419383,0.19033329,0.54650933,0.034716856,0.037490457,0.04042878,0.043847997,0.059187111,0.49429557,0.53868192,0.58011085,0.61543161,0.63750887,2,9093.541,13805.161,33168,45114.0,6313.0,2256.0,0.8653726708074534,0.7667762521755945,10498.0,71108.54091193005,8111.0,0.5345,51300.0,Large Endowment,671709000.0,425236992.0,0.067013465,0.080966949,0.10706855,0.012331701,7.159668,19.658121,6.4040627,9.079648,1.981915,26.916883,28.799704,0.0
University Of Miami,8139,615,932,1075,1357,4160,0.0057747,0.001626,0.0085837,0.0046512,0.0066323,0.0057692,5.31e-06,67,0,2,3.0,1726.333333333333,0.56169146,0.029765638,0.0028833125,211065.5538834717,110100,0.074726261,0.11870562,0.13990234,0.17140992,0.49525592,0.35330257,0.24611408,0.073890842,0.0067253564,76748.49737370873,54800,59700,0.095379688,0.10353453,0.10093923,0.11410338,0.19362891,0.48779401,0.31878406,0.20582907,0.059793416,0.62947512,0.67839271,0.67323023,0.69628221,0.6950137,0.14596021,0.12603661,0.12886266,0.20081149,0.39832902,0.090838127,0.10589533,0.14507034,0.19995183,0.45824435,0.09848728,0.12056703,0.1274159,0.18282402,0.47070575,0.092557639,0.086762659,0.11997879,0.2037861,0.4969148,0.10540121,0.095326521,0.098660007,0.19056639,0.51004589,0.038584996,0.040819809,0.047129635,0.040299218,0.077865459,0.35376173,0.44172186,0.4563078,0.51157027,0.51366544,1,15447.88,26529.117,11380,13963.0,44350.0,22528.0,0.8168942842690946,0.6543504171632897,11115.0,67477.03125,20783.0,0.59560001,52400.0,Community College,435280403.0,218060976.0,0.046789505,0.10284757,0.26655501,0.089893915,15.402299,21.724138,9.4252872,1.4367816,1.6666666,27.528736,22.816092,0.0
University Of South Florida,18588,1959,3285,4054,4477,4813,0.0041425,0.006636,0.0027397,0.0032067,0.0046906,0.0043632,4.33e-05,88,31,5,3.0,3498.666666666667,0.59622711,0.027492894,0.001806843,105616.1989068752,80500,0.095504478,0.1560462,0.19848174,0.24143034,0.30853721,0.15350923,0.077116095,0.011796471,0.00068361248,48232.45131776391,42400,45400,0.10033444,0.11081026,0.11663096,0.16015536,0.2932899,0.31911349,0.15518785,0.080126889,0.014526786,0.59626025,0.60903478,0.6156444,0.62831503,0.63218045,0.12428747,0.14075762,0.18184538,0.2652393,0.2878702,0.10652642,0.13067938,0.17471646,0.30346069,0.28461704,0.11204121,0.11686645,0.16253009,0.30568439,0.30287787,0.10617944,0.10680927,0.16074222,0.30848634,0.31778267,0.11163688,0.1095916,0.14409013,0.27696416,0.35771728,0.018918935,0.01282122,0.008472044,0.012264594,0.019695031,0.44090644,0.50921142,0.52709132,0.59498096,0.58707696,3,5519.5801,6592.2241,36853,35561.0,6307.0811,2388.0,0.6204471238382316,0.4588285229202037,8064.1348,54990.67266495287,6919.5879,0.55392766,41700.0,Large Endowment,316365647.0,210301984.0,0.056054629,0.11123284,0.10064271,0.015520012,8.6150713,22.790224,3.2586558,9.4908352,5.5397148,14.765783,35.539715,0.0
University Of Tampa ,3145,251,353,543,721,1277,0.0031797,0.0039841,0.0028329,0.0018416,0.001387,0.0046985,0.0,5,30,6,3.0,541.3333333333334,0.62253696,0.026373705,0.0,148747.3031865764,92900,0.081401214,0.12553672,0.17300835,0.21507552,0.40497822,0.2440636,0.14508693,0.037114128,0.0025063509,51151.74619477371,44700,47800,0.087186612,0.098177359,0.1098036,0.15892777,0.27290338,0.36018789,0.1795603,0.09994024,0.014334464,0.58637387,0.59091502,0.60198015,0.66091311,0.67360276,0.14055143,0.14024828,0.1885691,0.20663472,0.32399645,0.12093232,0.13833538,0.17059919,0.30701602,0.26311705,0.11567578,0.11084557,0.19223326,0.31676641,0.26447892,0.088022433,0.10058321,0.14791584,0.27634403,0.38713449,0.080524087,0.099291421,0.14097182,0.25508338,0.42412928,0.0,0.019826196,0.010676143,0.0085439701,0.020151425,0.39882225,0.46689001,0.51891071,0.49843866,0.52461886,4,4049.9863,5615.1606,6499,3452.0,26330.0,16032.0,0.6159110350727117,0.4820143884892086,8424.0,53668.66206896552,23253.0,0.4779,44400.0,Community College,41985040.0,12416617.0,0.020263424,0.068557918,0.090509966,0.056737587,7.0993915,23.123732,8.5192699,2.0283976,0.0,19.675457,39.553753,0.0
Emory University,6477,255,394,598,836,4394,0.0038598,0.0,0.0050761,0.006689,0.0,0.0043241,0.0001404,44,136,2,3.0,1422.666666666667,0.55201501,0.018005462,0.0035348041,379558.8261041471,175700,0.036100194,0.066468887,0.092586413,0.12645225,0.67839229,0.55866838,0.43500996,0.16779459,0.017796706,102596.180844365,67800,74700,0.086917184,0.096111953,0.074384511,0.084063366,0.15429376,0.59114647,0.44458678,0.3317872,0.1281234,0.71635741,0.72922015,0.72037655,0.73197854,0.74321151,0.11017909,0.064233378,0.091568902,0.23525512,0.49876359,0.07516177,0.097761661,0.071499005,0.24113955,0.51443803,0.079180032,0.089165606,0.11719508,0.17202085,0.54243839,0.087048143,0.07297691,0.10818066,0.18246967,0.54932463,0.10141642,0.070879266,0.075877763,0.13380493,0.61802167,0.097916484,0.073488176,0.082654007,0.082639016,0.14976792,0.4325825,0.54122782,0.50367761,0.54767627,0.61407167,1,26344.115,36411.211,7836,11398.0,45008.0,24532.0,0.9078303425774876,0.8754605747973471,12133.0,90222.21833333334,18204.0,0.7367,59000.0,Community College,508801000.0,297425632.0,0.15373655,0.090880305,0.032457251,0.021374287,12.31498,12.13736,4.4404974,19.242155,0.17761989,16.459444,35.227947,0.0
Georgia Institute Of Technology,9706,386,675,1071,1897,5677,0.0381208,0.0181347,0.0311111,0.0392157,0.0369004,0.0405144,0.0018327,666,1348,3,3.0,2185.333333333334,0.29301402,0.018577013,0.0015436449,173282.7882045073,126000,0.032330997,0.069793746,0.1110283,0.20050474,0.58634228,0.37228882,0.20501772,0.032896768,0.0024390279,93211.19130257588,78900,83100,0.06726969,0.07133162,0.050478578,0.058506228,0.12688598,0.69279766,0.51960742,0.31567729,0.068041913,0.71109796,0.75580037,0.76932091,0.78041184,0.80152267,0.11830033,0.098659448,0.03603616,0.17241578,0.5745883,0.076763086,0.049755149,0.10526808,0.12472405,0.64348966,0.087025777,0.059880402,0.05764607,0.12583478,0.669613,0.075422682,0.045267582,0.063053474,0.14495431,0.67130196,0.063724458,0.047909625,0.052786957,0.11865323,0.71692574,0.047745045,0.050277743,0.069792598,0.054728266,0.075496808,0.54356503,0.55879235,0.60388911,0.62655437,0.65727949,2,9964.71,12488.243,14558,14805.0,11394.0,3308.0,0.8218916857360792,0.6783018867924528,11230.0,87784.71352785146,7364.0,0.45070001,74000.0,Medium Endowment,237927330.0,151023072.0,0.13113075,0.084969752,0.028106095,0.045602605,1.5786877,13.46818,0.0,0.88801181,0.0,80.019737,4.0453873,0.0
Georgia Southern University,12407,1115,1727,2263,3022,4280,0.002015,0.0026906,0.0023162,0.0008838,0.0013236,0.0028037,0.0001621,57,36,5,3.0,2591.666666666667,0.51575565,0.016830379,0.000247085,108631.1199507637,88100,0.086741522,0.1332307,0.18108703,0.25031221,0.34862846,0.17002934,0.072684869,0.0091389725,0.0006505042,44646.65927451768,40500,43600,0.093816303,0.10096179,0.12098597,0.18996041,0.30783626,0.2802555,0.12695374,0.055629622,0.0075084832,0.55677718,0.57522482,0.60990626,0.61282647,0.63263726,0.11532848,0.16580117,0.23692268,0.2879186,0.19402909,0.10482201,0.1561176,0.21507333,0.30865929,0.21532781,0.086832292,0.12342046,0.2149076,0.30006179,0.27477789,0.1041129,0.11246172,0.17911021,0.32442808,0.27988711,0.10098881,0.10126563,0.16351092,0.30460298,0.32963166,0.0028485204,0.0019895178,0.0036928006,0.0089584533,0.011717932,0.35711211,0.4145321,0.50366271,0.59404069,0.62310088,3,3910.0598,5151.5449,17904,14184.0,6170.0,2500.0,0.5046235138705416,0.3630895853118075,6217.0,52564.064,13532.0,0.47999999,39300.0,Small Endowment,101153347.0,57817168.0,0.011148008,0.28225806,0.010199241,0.012808349,4.7388263,33.656437,4.3618741,10.500808,3.8772213,11.739365,29.833065,1.2924072
Kennesaw State University,7893,456,834,1359,2145,3099,0.0013936,0.002193,0.001199,0.0,0.0004662,0.0025815,6.17e-06,11,5,5,3.0,1581.333333333333,0.59569985,0.011789772,0.00041766476,117402.3433531171,99900,0.049236793,0.095413469,0.16891144,0.27586126,0.410577,0.19794738,0.082836464,0.0086373137,0.00020805617,40928.10581375817,36600,41200,0.12873417,0.1424073,0.15292041,0.18423867,0.27025533,0.25017828,0.11618999,0.057743579,0.0086627994,0.53203505,0.57770711,0.5457682,0.57289767,0.57111597,0.16676153,0.18444318,0.21875305,0.19059177,0.23945044,0.13256076,0.13352555,0.19434956,0.3032496,0.23631452,0.16040033,0.17846924,0.16868405,0.26664406,0.22580233,0.14299493,0.13724817,0.1884488,0.2990362,0.23227188,0.13397779,0.15366651,0.18132046,0.25428942,0.27674586,0.0084827775,0.013186272,0.0087040421,0.0076002004,0.0083301645,0.55530024,0.57421398,0.59921652,0.62474358,0.63194168,4,3387.636,4792.5654,22621,13360.0,5914.0,2350.0,0.4252832861189802,0.2657689581856839,6252.0,57243.48638132296,13046.0,0.4346,41300.0,Small Endowment,139192333.0,63647884.0,0.025966436,0.085079737,0.022459714,0.028721716,5.2501545,31.562693,3.3353922,1.8529956,4.8177886,12.723904,40.457073,0.0
Mercer University,2714,205,326,500,677,1006,0.00479,0.004878,0.0030675,0.004,0.0073855,0.0039761,0.0,7,6,6,3.0,580.6666666666666,0.60275543,0.021415448,0.0011548791,129950.7784784013,90000,0.078222878,0.12610313,0.18619795,0.24940395,0.36007208,0.19048491,0.1097352,0.022415485,0.0016538976,53171.84751946398,46400,50500,0.091117896,0.098949358,0.1187786,0.14557469,0.24664563,0.39005172,0.22546157,0.1202316,0.015348048,0.56806332,0.62688076,0.6392808,0.65728354,0.66639912,0.12937312,0.21758284,0.14851737,0.23075193,0.27377474,0.10876935,0.12707426,0.17577568,0.23582006,0.35256058,0.070190065,0.14250535,0.19967166,0.25658762,0.33104536,0.1133853,0.083044216,0.13899817,0.24303801,0.42153433,0.093773656,0.10689088,0.11093953,0.25124741,0.4371486,0.014763956,0.013512726,0.00957858,0.018148161,0.017161667,0.41293082,0.50644505,0.55709231,0.61953735,0.68530887,3,7728.0215,10353.303,4419,6908.0,33780.0,17028.0,0.5946843853820598,0.5242290748898678,7918.0,57568.86477987422,17221.0,0.31,46600.0,Community College,82295796.0,50078888.0,0.03182346,0.26852497,0.011149826,0.049245063,10.546875,26.5625,0.0,0.65104169,4.1666665,22.916666,35.15625,0.0
University Of Georgia,22962,775,1506,2553,4570,13558,0.0029614,0.0012903,0.000664,0.0031336,0.0028446,0.0033191,0.0001183,81,136,3,3.0,4793.0,0.58411574,0.01061404,0.0010381811,191466.4122233379,127400,0.030116081,0.063871391,0.11046272,0.2014128,0.59413707,0.38598204,0.22195308,0.044124398,0.0034615651,63774.0779924282,49900,54300,0.10163322,0.11017156,0.099954233,0.12100516,0.23675688,0.43211222,0.26861599,0.16569178,0.042742815,0.6078459,0.64071453,0.6500504,0.65641958,0.67839861,0.12131568,0.14075528,0.1476943,0.2377971,0.35243765,0.10546821,0.11743572,0.14692709,0.26495665,0.36521232,0.1145921,0.1025927,0.13292968,0.26918209,0.38070342,0.10489225,0.10776252,0.12917511,0.27542871,0.38274142,0.1110801,0.092869192,0.11187899,0.21453427,0.46963742,0.034472652,0.024156129,0.032728482,0.031670164,0.050775647,0.48424742,0.55718809,0.63180548,0.64375889,0.68996418,2,5148.1807,7629.7666,26278,31288.0,10836.0,3276.0,0.8314438502673798,0.7033505856714791,9015.0,70378.26519976837,8004.0,0.43920001,46500.0,Medium Endowment,257917976.0,166832592.0,0.032874901,0.058852684,0.014455045,0.010655433,12.738853,28.292583,3.8627491,1.5820835,2.6915965,18.491884,32.340252,0.0
