college_name,total_students,lower_class,lower_middle_class,middle_class,upper-middle_class,upper_class,inventor,lower_class_inventor,lower-middle_class_inventor,middle_class_inventor,upper_middle_class_inventor,upper_class_inventor,top5citedinventors,total_patents,total_cites,tier,region,count,female,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,k_mean,k_median,k_median_nozero,k_0inc,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5,k_married_cond_parq1,k_married_cond_parq2,k_married_cond_parq3,k_married_cond_parq4,k_married_cond_parq5,barrons,exp_instr_pc_2000,exp_instr_pc_2013,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
"California State University, Fullerton",11375,1274,1532,1865,2557,4147,0.0016703,0.0007849,0.0,0.0005362,0.0015643,0.0031348,0.0001793,25,143,5,4.0,2374.0,0.61668068,0.047993153,0.00084324076,103739.6362152485,83300,0.12116247,0.14821915,0.16592383,0.21681046,0.34788409,0.17236653,0.066477746,0.0085602049,0.00057629152,52188.20571161542,47800,52100,0.11038009,0.11930496,0.10531011,0.13016248,0.24199739,0.40322509,0.1940985,0.08774551,0.011533237,0.63104713,0.63423389,0.63154709,0.64406967,0.6559087,0.13436508,0.10751323,0.12463719,0.23737876,0.39610577,0.12385881,0.10476679,0.13105592,0.26946697,0.37085149,0.12360967,0.1096888,0.14547707,0.23897719,0.38224721,0.11517065,0.091247804,0.15229373,0.25274417,0.3885437,0.11264301,0.11144985,0.11060908,0.2266451,0.43865293,0.0069595869,0.0057702735,0.00506231,0.013587529,0.017387558,0.48276049,0.47570252,0.49574423,0.53708619,0.59385186,4,3200.0391,5044.2593,33116,28381.0,6315.0,1798.0,0.5346534653465347,0.4674556213017752,8521.0,66425.92244897959,4449.0,0.54210001,46500.0,Small Endowment,179497359.0,95393800.0,0.24421638,0.029035706,0.23468035,0.036219798,11.322424,28.195488,2.3219814,7.7841663,7.3861122,7.5851393,35.40469,0.0
"California State University, Long Beach",13428,1524,1916,2153,2939,4896,0.0033512,0.0019685,0.0020877,0.0032513,0.004083,0.0038807,6.95e-05,50,20,5,4.0,2863.666666666667,0.64032125,0.044307064,0.00034968724,116773.1328461471,85800,0.11606012,0.14865015,0.16266367,0.20915568,0.36347038,0.19052388,0.077225655,0.01184576,0.0015091951,53931.90846207149,48800,52600,0.092240579,0.10102372,0.11234149,0.13831586,0.23396429,0.41435462,0.19991468,0.086629413,0.011936493,0.64287519,0.63807273,0.64230859,0.65910453,0.66111064,0.099223167,0.11982623,0.15012829,0.24906276,0.38175958,0.11028749,0.10853861,0.14538452,0.25592381,0.37986553,0.091014497,0.12357995,0.14900872,0.25425267,0.38214418,0.093557559,0.10842393,0.14219257,0.23544514,0.42038077,0.10658576,0.1087316,0.12463693,0.2102305,0.44981524,0.0030129836,0.01011546,0.0063868533,0.012324035,0.017791245,0.4454214,0.46574074,0.47294858,0.54271328,0.55670822,4,4047.2244,5147.689,30593,30918.0,6452.0,1742.0,0.6032897919690372,0.3962592431491953,8671.0,67275.85714285714,6048.0,0.6918,46900.0,Small Endowment,188960049.0,140966112.0,0.21691249,0.068779074,0.21941717,0.053393234,16.810966,22.871572,6.1808562,9.8124094,6.5897064,12.578163,25.156324,0.0
California Polytechnic State University,13986,542,905,1538,2840,8161,0.017875,0.0147601,0.0143646,0.0143043,0.0169014,0.0194829,0.001358,501,1077,5,4.0,2887.666666666667,0.46565855,0.022484858,0.0015971198,169835.7176028801,124800,0.041973852,0.067781866,0.11182152,0.20239483,0.57602787,0.36984918,0.19092689,0.03120397,0.0021614991,76443.30961596733,65500,70500,0.083866127,0.092857525,0.078071579,0.084532671,0.15613963,0.58839852,0.41029629,0.24505424,0.050275508,0.69091535,0.71629065,0.73467237,0.71793574,0.74054176,0.11963776,0.085793935,0.097273096,0.16160795,0.53568727,0.085521005,0.085384719,0.10377534,0.17613424,0.54918474,0.095237806,0.0718119,0.083702259,0.16175398,0.58749402,0.09647198,0.078670889,0.094480619,0.17256542,0.55781108,0.090037361,0.077652916,0.078005873,0.14652708,0.60777676,0.038050354,0.034483735,0.039566938,0.041886266,0.058051042,0.56711376,0.58829969,0.61628354,0.64147288,0.64317518,3,4927.02,7871.0547,18739,16877.0,8918.0,2129.0,0.6972165648336728,0.6445411679361625,8675.0,70744.79855072463,9938.0,0.68769997,60900.0,Medium Endowment,140549816.0,90506856.0,0.10499779,0.010020798,0.10827503,0.012037562,7.2778559,19.238365,0.0,4.6544428,0.0,54.019745,14.809591,0.0
"California State Polytechnic University, Pomona",9572,1428,1340,1491,2071,3242,0.0075219,0.0084034,0.0044776,0.0040241,0.0062772,0.0107958,0.0,151,59,5,4.0,2195.333333333334,0.42013362,0.06833405,0.00030474114,98379.03404831272,80200,0.14929721,0.15408859,0.15869318,0.2094191,0.32850197,0.15774916,0.058930848,0.0072355648,0.00030568484,58449.62114357159,55100,59600,0.091521993,0.098040767,0.088633329,0.11370517,0.20493844,0.49468231,0.28051189,0.12343532,0.012749106,0.67417121,0.68104959,0.67199087,0.69227797,0.70216966,0.10547023,0.086657204,0.11772285,0.2324449,0.45770481,0.09486562,0.088140696,0.12988746,0.22193991,0.46516633,0.11169081,0.097520217,0.11753143,0.195512,0.47774556,0.092705943,0.094417043,0.10044318,0.2071446,0.5052892,0.092960417,0.081782311,0.11089478,0.18760984,0.52675265,0.0020411711,0.010815547,0.012475876,0.02037395,0.013793774,0.44119769,0.49684551,0.4737981,0.53375202,0.54253852,4,4519.5864,5185.8892,20952,18424.0,6904.0,1795.0,0.523725834797891,0.4014696058784235,9101.0,72527.5396039604,7599.0,0.47819999,52000.0,Medium Endowment,109978270.0,95867624.0,0.34619129,0.032367975,0.2274276,0.049890485,4.8742747,38.027081,0.0,7.2340422,0.0,36.054157,13.810445,0.0
"California State University, Chico",9211,542,872,1236,1963,4598,0.0016285,0.0,0.0,0.0016181,0.0025471,0.0017399,6.42e-06,30,9,5,4.0,1895.333333333333,0.56964475,0.01958406,0.00053662201,150534.7387635201,112200,0.060856566,0.088589862,0.13079704,0.2131497,0.50660682,0.29665413,0.14638433,0.021921394,0.0022611697,56332.84071623285,48700,53300,0.096204638,0.10934897,0.11399713,0.1272981,0.22189051,0.42746523,0.24708927,0.12849073,0.022131247,0.60462832,0.59739196,0.63574004,0.63593125,0.68496835,0.13055021,0.13618053,0.15710147,0.25436097,0.32180685,0.13556525,0.13847692,0.15577117,0.25942284,0.31076384,0.11256556,0.12526537,0.14190592,0.24533969,0.3749235,0.1211878,0.11287738,0.14118005,0.23337673,0.39137802,0.096406199,0.10461344,0.1091267,0.20053987,0.48931372,0.0088178162,0.0078058932,0.01092525,0.010581276,0.033988323,0.51252997,0.50031614,0.56977844,0.65595722,0.61753607,4,4444.6143,5274.6841,15290,15912.0,7002.0,2026.0,0.5605166051660516,0.4704724409448819,8370.0,67141.7717206133,9956.0,0.28389999,45100.0,Medium Endowment,85679059.0,74937512.0,0.043431364,0.019055152,0.094053358,0.022219026,11.037068,16.201582,6.4556437,18.700542,3.2902956,15.1187,29.196167,0.0
"California State University, Fresno",8298,1223,1382,1416,1817,2460,0.0012051,0.0008177,0.0,0.0014124,0.0011007,0.0020325,0.0,17,60,5,4.0,1656.333333333333,0.6037432,0.041856874,0.000594443,93996.48604629956,72400,0.15951231,0.17229286,0.17508301,0.2083434,0.28476852,0.13690145,0.054281529,0.0085306447,0.00079316931,50156.25069807807,44400,48200,0.10031679,0.10998976,0.12591046,0.15024458,0.25521249,0.35864279,0.16366637,0.073902212,0.013146489,0.58654052,0.60503531,0.6155445,0.63826609,0.66120905,0.11651825,0.15261449,0.18395686,0.2845051,0.26240528,0.10614465,0.13954255,0.17528716,0.26705924,0.31196642,0.12413678,0.12958327,0.14867243,0.24189387,0.35571367,0.10815632,0.11844537,0.14199664,0.25645974,0.37494189,0.10130264,0.10590795,0.12321018,0.23891272,0.43066642,0.0037266277,0.0070911315,0.010300527,0.015506617,0.022109697,0.47518712,0.54661047,0.58219701,0.62551045,0.66617447,5,4062.8665,4759.4355,20295,19056.0,6299.0,1746.0,0.4858934169278997,0.4337990685296075,8027.0,65928.15634674922,4281.0,0.41850001,43200.0,Medium Endowment,104302454.0,92750000.0,0.11840654,0.052553039,0.27541685,0.038668655,8.5068836,16.413696,8.1186018,24.532297,3.8122132,15.70773,22.908577,0.0
San Diego State University,15477,1406,1737,2306,3160,6868,0.0035537,0.002845,0.0051813,0.0021683,0.0041139,0.0034945,0.0001235,63,163,5,4.0,3196.333333333334,0.58817393,0.036618356,0.0016755871,139292.3703820784,100500,0.089785799,0.10926597,0.15167639,0.20909008,0.44018167,0.26409021,0.12568527,0.018647347,0.0020792319,57036.05158294986,51000,55200,0.092601053,0.10003936,0.10452498,0.12736823,0.21902537,0.44904196,0.24067865,0.11861146,0.023102604,0.64141268,0.64147109,0.65983456,0.6677447,0.68031025,0.12081301,0.10119575,0.14130896,0.22884099,0.4078413,0.1064206,0.1029615,0.14941804,0.25845322,0.38274664,0.096273042,0.10731586,0.14205259,0.21822715,0.43613136,0.094242536,0.10353014,0.13346842,0.22319151,0.44556743,0.098269388,0.10510307,0.11109375,0.20553225,0.48000154,0.01866205,0.011570071,0.016448369,0.016533744,0.032284237,0.46033922,0.48409405,0.5167231,0.56819683,0.58585274,4,4721.98,5474.5996,27839,31609.0,6866.0,1776.0,0.6615623612960497,0.3813617606602476,9243.4873,67391.32753623188,6298.0,0.68006116,48700.0,Medium Endowment,168036751.0,167298112.0,0.14287941,0.045093149,0.20714787,0.026307585,12.016919,22.918669,3.0763314,11.267064,9.0559511,10.286484,31.378582,0.0
San Francisco State University,8446,855,1119,1458,1856,3158,0.0022496,0.0023392,0.0008937,0.0006859,0.002694,0.0031666,0.0001102,36,201,5,4.0,1854.666666666667,0.61682242,0.034955118,0.0014409326,119248.8324889917,87200,0.1007141,0.1448714,0.17714226,0.21853304,0.35873926,0.19124156,0.079093657,0.012867942,0.0014646355,50721.37696014558,45800,50400,0.1079066,0.11723424,0.12191962,0.14777568,0.23455915,0.37851137,0.20265935,0.099227868,0.011831917,0.61682105,0.6141693,0.62565923,0.64220113,0.63615495,0.13362786,0.1200316,0.15784752,0.24142039,0.34707272,0.11467791,0.13390891,0.17727144,0.24625109,0.32789069,0.12171987,0.11557689,0.13839577,0.26279196,0.36151549,0.10204015,0.12635294,0.14809915,0.23116443,0.39234334,0.12070495,0.1180393,0.1374713,0.21603806,0.40774637,0.014307158,0.0,0.0091409888,0.013084309,0.016480982,0.40016893,0.41746885,0.41720173,0.44401667,0.46537751,4,3559.3145,5672.4453,26156,26826.0,6468.0,1822.0,0.4549536067045795,0.3786913723219456,9147.0,69071.0078023407,9900.0,0.36210001,46900.0,Small Endowment,167714165.0,101977680.0,0.3287994,0.060594156,0.13066536,0.060594156,17.807875,26.385754,4.1384501,10.007524,2.9345372,9.6563835,29.069477,0.0
San Jose State University,9577,1213,1158,1455,2026,3725,0.0061606,0.004122,0.0025907,0.0061856,0.0064166,0.0077852,0.0006268,127,376,5,4.0,2182.333333333334,0.50756073,0.054279134,0.0021413737,115874.4906851421,91700,0.11658612,0.12621865,0.15779966,0.21232422,0.38707143,0.20645422,0.08689893,0.0096155321,0.0015393354,64343.15491112341,56500,60500,0.081527822,0.090116784,0.088423923,0.10950603,0.20251164,0.50944173,0.31110179,0.16899674,0.020956475,0.67573613,0.68417269,0.68998009,0.71868718,0.70321155,0.11267206,0.099161945,0.098776378,0.22381845,0.46557117,0.10717706,0.072844394,0.13359517,0.20797046,0.4784129,0.094084978,0.085861914,0.12061369,0.20688808,0.49255133,0.069688223,0.08360251,0.11011904,0.20174825,0.53484195,0.087348118,0.093959071,0.10001807,0.19294849,0.52572626,0.018367313,0.019372828,0.017408468,0.02372464,0.022180719,0.45954481,0.47027239,0.47515959,0.51941228,0.54378456,4,4871.2554,5421.9053,25862,26698.0,7323.0,1857.0,0.4809061488673139,0.3602324080051646,9155.0,70120.13981358189,9571.0,0.3653,54600.0,Medium Endowment,175775146.0,125573168.0,0.3998841,0.043117184,0.14992033,0.041330695,11.248736,28.109201,7.8361983,3.2608695,5.1820021,23.053589,21.309402,0.0
Claremont Mckenna College,1175,54,81,111,174,755,0.013617,0.0185185,0.0,0.018018,0.0114943,0.0145695,0.0008537,31,66,2,4.0,266.0,0.46992481,0.029592477,0.012494438,335092.9724310777,142000,0.043338105,0.060416773,0.099125788,0.16861159,0.62850773,0.47098017,0.3521474,0.13383201,0.015121774,98125.42079808898,69900,75700,0.081561483,0.086978272,0.067427561,0.082857281,0.13003744,0.63269943,0.45114809,0.3298488,0.12106311,0.79085571,0.66758353,0.69615346,0.76497483,0.75278193,0.083585404,0.034294575,0.086453103,0.11283883,0.68282813,0.16919076,0.091441602,0.036439057,0.14515178,0.55777675,0.12550494,0.068512075,0.11162899,0.17970413,0.51464981,0.059223231,0.048002586,0.13253766,0.099198878,0.66103762,0.080679014,0.072443955,0.069205739,0.13021037,0.647461,0.28830144,0.022427527,0.036911689,0.098591991,0.13831335,0.30400914,0.42882866,0.61952108,0.62211037,0.58867574,1,12256.807,23853.281,1316,1003.0,47395.0,22580.0,0.9253731343283582,0.8408163265306122,9388.0,79949.67021276595,11104.0,0.88270003,63600.0,Community College,29102000.0,12831240.0,0.16849452,0.046859421,0.11365902,0.027916251,10.116732,0.0,0.0,10.116732,0.0,14.007782,65.758751,0.0
Harvey Mudd College,733,22,40,102,162,407,0.1200546,0.0454545,0.125,0.127451,0.0740741,0.1400491,0.0127309,190,180,2,4.0,164.0,0.3211382,0.029232727,0.0060680341,207971.9583333334,139800,0.039317533,0.06321729,0.11517868,0.17000231,0.61228418,0.4441646,0.26962224,0.053890709,0.0040254616,109616.2766450712,82400,87700,0.076982915,0.082202755,0.055928871,0.064991489,0.11726811,0.67960876,0.53093082,0.37278041,0.11106659,0.86708117,0.78203869,0.79951406,0.70023394,0.80838168,0.060426492,0.054267973,0.13728304,0.0045189117,0.74350357,0.074138619,0.090871222,0.078916684,0.13103652,0.62503695,0.051190678,0.073687389,0.098375186,0.057415891,0.71933085,0.13460234,0.077984199,0.12006264,0.11813425,0.54921651,0.075718611,0.04296346,0.037341006,0.13410518,0.70987177,0.15433405,0.12838176,0.087861016,0.079135925,0.11973134,0.45299488,0.44882381,0.58214778,0.50936013,0.57061541,1,17512.506,25586.389,807,719.0,48594.0,23187.0,0.9081632653061223,0.8,12450.0,79932.46753246753,7080.0,0.81830001,78600.0,Community College,19199729.0,10779520.0,0.21059972,0.0041841003,0.040446304,0.034867503,0.0,0.0,0.0,6.4285712,0.0,93.571426,0.0,0.0
Pomona College,1555,71,77,125,184,1098,0.0135048,0.0140845,0.012987,0.016,0.0,0.0154827,0.0,33,121,2,4.0,369.3333333333333,0.4963899,0.019502569,0.00062907249,324439.5015794224,161600,0.036810484,0.065381095,0.088323444,0.12827909,0.68120587,0.53249961,0.38768524,0.12397808,0.015998272,90406.20436597471,62000,67800,0.077954203,0.085575879,0.090341687,0.091381244,0.17635235,0.5563488,0.37304634,0.25608358,0.10563219,0.62807858,0.69616449,0.66852683,0.70389521,0.7381835,0.1219831,0.09031561,0.10711586,0.1507753,0.52981019,0.12904955,0.10667291,0.12837234,0.088167392,0.54773784,0.11207079,0.11722557,0.1073786,0.21736598,0.44595903,0.085256793,0.096211359,0.083608411,0.22068813,0.51423526,0.076060817,0.084184632,0.086370185,0.17253165,0.58085269,0.017089492,0.12363161,0.071477905,0.073057674,0.11925177,0.34464678,0.5085085,0.46711496,0.51580107,0.56486684,1,17671.4,29610.455,1610,1574.0,45832.0,24170.0,0.9573333333333331,0.8888888888888888,12326.0,80378.52229299363,4712.0,0.86080003,52600.0,Community College,45618000.0,23821426.0,0.13722999,0.037484117,0.076238886,0.019695044,20.698925,0.0,0.0,16.935484,2.9569893,27.956989,31.451612,0.0
Point Loma Nazarene University,2476,95,237,389,536,1219,0.0048465,0.0,0.0,0.0077121,0.0074627,0.0041017,9.92e-05,26,4,6,4.0,501.6666666666667,0.59933555,0.014089341,0.0013588076,168316.8486918605,113300,0.033031497,0.094081342,0.15200752,0.22285926,0.49802041,0.31979415,0.1710287,0.039716862,0.0035831556,51744.29554869186,45900,52100,0.12101182,0.13246608,0.1406983,0.12856492,0.2062127,0.39205801,0.21663858,0.10374418,0.023698015,0.6540094,0.57486385,0.61632884,0.62468308,0.6233018,0.057180565,0.13018398,0.12125218,0.2648406,0.42654261,0.14002421,0.16439217,0.13109635,0.23918895,0.32529831,0.11339061,0.13477241,0.17406465,0.21511853,0.36265373,0.12925805,0.14677627,0.11107915,0.19688687,0.41599968,0.14328945,0.13600852,0.12250885,0.19754952,0.40064365,0.041136723,0.0078605646,0.0217635,0.02638769,0.0249201,0.66784525,0.69142759,0.71585435,0.74689031,0.74117315,3,4594.9541,8512.0156,2556,2733.0,31406.0,14340.0,0.720754716981132,0.541747572815534,9653.0,56535.21774193549,23653.0,0.3346,50300.0,Community College,27849465.0,11920816.0,0.038628474,0.016927084,0.0703125,0.013020833,17.44422,23.732252,8.5192699,18.661259,1.2170385,9.3306293,21.095335,0.0
Stanford University,6755,267,424,603,867,4594,0.0602517,0.0337079,0.0424528,0.0331675,0.0495963,0.069003,0.0051842,1309,2155,1,4.0,1516.333333333333,0.50714445,0.022457635,0.0066273212,472210.529161629,172600,0.035795204,0.058271918,0.086171605,0.12980568,0.68995559,0.55813354,0.42007127,0.14479454,0.023389934,174059.0453018521,84800,94000,0.080435775,0.086458147,0.066362321,0.073925003,0.10052297,0.67273152,0.53910041,0.43070355,0.20914166,0.73601496,0.76411283,0.71358025,0.75957096,0.78797555,0.088627793,0.092627563,0.096218154,0.095134191,0.62739229,0.099484488,0.051254701,0.093810327,0.12246555,0.63298494,0.13465455,0.088383533,0.080972627,0.11093209,0.5850572,0.090424113,0.065498084,0.096412681,0.1049468,0.64271837,0.078479804,0.063687883,0.065978006,0.096817002,0.69503725,0.18514551,0.16969123,0.14527902,0.16127513,0.23069999,0.48508567,0.43039635,0.5215683,0.50727874,0.56879675,1,26436.256,67758.086,7274,18549.0,44757.0,24622.0,0.957582800697269,0.925326695706285,19862.0,111189.802832244,3516.0,0.94309998,80900.0,Community College,1110456000.0,466460000.0,0.20999239,0.073294446,0.086482376,0.040451434,12.435233,0.0,0.0,15.371329,1.8422568,35.924007,34.427174,0.0
"University Of California, Berkeley",19443,1840,2035,2392,3138,10038,0.0234532,0.0173913,0.0206388,0.013796,0.0184831,0.0289898,0.000868,919,1838,3,4.0,4624.333333333333,0.53369856,0.048850957,0.0076398184,194452.1916312261,114700,0.088423379,0.10614046,0.12885636,0.16308188,0.51349801,0.36233899,0.22288206,0.047117095,0.0056140595,93578.78176527696,67900,74300,0.089900523,0.096670501,0.080378316,0.082178339,0.14201778,0.59875512,0.43866071,0.30550808,0.10113109,0.69906998,0.71724141,0.72589833,0.73236579,0.74898928,0.1207324,0.10114336,0.081855983,0.14380181,0.55246651,0.10556254,0.085740857,0.086979114,0.15173908,0.56997848,0.10268389,0.082586177,0.086667672,0.14432336,0.58373886,0.0989452,0.072406173,0.088180222,0.15575935,0.58470905,0.088457666,0.077671997,0.078208826,0.13475843,0.62090307,0.086400434,0.080101147,0.088384658,0.084928095,0.11635904,0.45442277,0.45345366,0.46771237,0.48888597,0.52702129,2,10990.717,18635.861,25951,31277.0,12972.0,4047.0,0.9103170847136772,0.8355245505768715,14652.0,96186.05201109571,8506.0,0.81999999,62700.0,Community College,628106000.0,399971008.0,0.4017109,0.043213688,0.096481174,0.037128493,12.400713,4.7981844,0.59977305,15.188848,3.0961258,35.289349,28.627007,0.0
"University Of California, Davis",18423,1628,1875,2321,3488,9111,0.009499,0.0061425,0.0053333,0.0120638,0.0063073,0.0115245,0.0001467,231,176,5,4.0,3996.0,0.58041376,0.044437986,0.0029225231,158390.0812518247,109400,0.085837573,0.1050657,0.13195091,0.18931694,0.48782891,0.31251526,0.16300775,0.026686411,0.0023527273,72099.31765750125,61600,66000,0.085000232,0.090886995,0.079596683,0.092290804,0.1791541,0.55807149,0.36151502,0.21275501,0.043626569,0.69854224,0.69896799,0.71966624,0.7184574,0.73198521,0.10695417,0.086550795,0.09832152,0.19047496,0.51769853,0.10114723,0.088802166,0.1013457,0.20144729,0.50725758,0.094150566,0.079789281,0.087572306,0.19143601,0.54705191,0.090243988,0.072353847,0.10041015,0.19491808,0.54207397,0.085216835,0.07914912,0.087404773,0.16292092,0.58530831,0.03404713,0.035019897,0.034377974,0.036478776,0.05244134,0.49596095,0.50374472,0.53005171,0.56245112,0.59444416,3,12399.929,20427.428,26533,26094.0,13896.0,4072.0,0.8132712927372041,0.7821022727272727,12065.0,79575.70753424657,9573.0,0.54790002,57100.0,Community College,631287000.0,346246016.0,0.34559545,0.027074751,0.097115949,0.014910731,10.749255,1.1281396,0.19157088,10.515112,1.0217113,48.616432,27.777777,0.0
"University Of California, Irvine",14748,1704,1746,2067,2795,6436,0.0084757,0.0046948,0.0051546,0.0111272,0.0085868,0.0094779,0.0004744,174,879,3,4.0,3244.333333333334,0.52984691,0.067682147,0.0030904582,121501.6514138434,92100,0.12246905,0.13226604,0.15022802,0.19063993,0.40439701,0.24234082,0.11216428,0.015964504,0.00090420461,68174.46898358034,60400,65300,0.097185843,0.10445037,0.08454296,0.090061702,0.17779046,0.5431546,0.34710112,0.19716725,0.035942361,0.70713192,0.67470163,0.70990252,0.6991818,0.71725649,0.12146871,0.069822326,0.079722814,0.17633924,0.55264693,0.11465075,0.10650489,0.10001839,0.17726117,0.50156486,0.094318904,0.088261366,0.095080256,0.17276232,0.54957712,0.099108756,0.087384224,0.10352837,0.19991888,0.51005977,0.10224207,0.079097137,0.081723467,0.16983923,0.56709808,0.025234606,0.031035079,0.023142857,0.026958153,0.049780309,0.47462165,0.47377059,0.49594298,0.49099785,0.52666354,2,13446.128,18460.789,23530,20211.0,13179.0,3969.0,0.8584502745576571,0.7622011136586964,12839.0,80555.58579881657,8096.0,0.57609999,55800.0,Community College,489853000.0,286744000.0,0.53806323,0.019910004,0.1094742,0.021389386,14.367126,0.0,0.0,12.927415,0.0,32.813438,39.892021,0.0
"University Of California, Los Angeles",20325,2264,2428,2532,3282,9819,0.0111193,0.0079505,0.0065898,0.0051343,0.0131018,0.0138507,0.0003987,354,312,2,4.0,4734.0,0.56020278,0.055962522,0.004506941,171784.8011041579,105500,0.10242689,0.1251477,0.13295248,0.1619405,0.47753245,0.33184904,0.19321375,0.036824387,0.0037054855,82856.58800532055,65800,71700,0.094866559,0.10246139,0.089196116,0.076875128,0.14153989,0.58992743,0.41298926,0.27409267,0.081602953,0.69392639,0.709764,0.71184951,0.71336079,0.74074316,0.11936843,0.10771213,0.080813266,0.14574057,0.54636556,0.10730601,0.090093046,0.089800723,0.16157652,0.55122375,0.099107534,0.10188728,0.080865204,0.16020177,0.55793816,0.1011105,0.10113445,0.077428482,0.14316438,0.57716221,0.098957211,0.077407591,0.071344443,0.12964119,0.62264955,0.044001542,0.058540009,0.064130321,0.077925764,0.10182396,0.44298863,0.45022455,0.46683949,0.5051111,0.55147809,1,17767.654,38861.684,28674,36890.0,12705.0,3701.0,0.9031126698816307,0.8455092956271275,15089.0,91905.83557951482,8883.0,0.78009999,59200.0,Community College,1425639000.0,726198016.0,0.37147656,0.042701211,0.13989845,0.02790772,15.73955,3.8102894,0.064308681,9.7266884,0.0,23.778135,46.881031,0.0
